Titel                                                           06.08.2018 07:17
________________________________________________________________________________

Titel
Auswertungs-Kategorien:

Kurvenname:
  TMA CTE M21E Platten SA11 D, 03.08.2018 15:15:45
  Durchgeführt am03.08.2018 15:15:45
Kurvenwerte:
       Index           t          Ts          Tr        Wert
                           [s]           [°C]           [°C]           [µm]
           1993           1993        117,932        119,650        5571,68
           1994           1994        117,984        119,700         5571,7
           1995           1995        118,034        119,750        5571,71
           1996           1996        118,080        119,800        5571,73
           1997           1997        118,135        119,850        5571,75
           1998           1998        118,182        119,900        5571,77
           1999           1999        118,234        119,950        5571,79
           2000           2000        118,286        120,000        5571,81
           2001           2001        118,330        120,050        5571,83
           2002           2002        118,377        120,100        5571,85
           2003           2003        118,436        120,150        5571,87
           2004           2004        118,487        120,200        5571,89
           2005           2005        118,532        120,250        5571,91
           2006           2006        118,579        120,300        5571,93
           2007           2007        118,635        120,350        5571,95
           2008           2008        118,689        120,400        5571,97
           2009           2009        118,739        120,450        5571,99
           2010           2010        118,788        120,500        5572,01
           2011           2011        118,838        120,550        5572,03
           2012           2012        118,888        120,600        5572,05
           2013           2013        118,936        120,650        5572,07
           2014           2014        118,986        120,700        5572,09
           2015           2015        119,032        120,750         5572,1
           2016           2016        119,091        120,800        5572,12
           2017           2017        119,137        120,850        5572,14
           2018           2018        119,182        120,900        5572,16
           2019           2019        119,235        120,950        5572,18
           2020           2020        119,283        121,000         5572,2
           2021           2021        119,330        121,050        5572,22
           2022           2022        119,387        121,100        5572,24
           2023           2023        119,437        121,150        5572,26
           2024           2024        119,484        121,200        5572,28
           2025           2025        119,535        121,250         5572,3
           2026           2026        119,588        121,300        5572,32
           2027           2027        119,638        121,350        5572,34
           2028           2028        119,686        121,400        5572,36
           2029           2029        119,740        121,450        5572,38
           2030           2030        119,792        121,500         5572,4
           2031           2031        119,835        121,550        5572,41
           2032           2032        119,883        121,600        5572,43
           2033           2033        119,939        121,650        5572,45
           2034           2034        119,985        121,700        5572,47
           2035           2035        120,037        121,750        5572,49
           2036           2036        120,083        121,800        5572,51
           2037           2037        120,136        121,850        5572,53
           2038           2038        120,189        121,900        5572,55
           2039           2039        120,240        121,950        5572,57
           2040           2040        120,287        122,000        5572,59
           2041           2041        120,340        122,050        5572,61
           2042           2042        120,388        122,100        5572,63
           2043           2043        120,440        122,150        5572,65
           2044           2044        120,490        122,200        5572,67
           2045           2045        120,541        122,250        5572,69
           2046           2046        120,591        122,300         5572,7
           2047           2047        120,639        122,350        5572,72
           2048           2048        120,687        122,400        5572,74
           2049           2049        120,741        122,450        5572,76
           2050           2050        120,783        122,500        5572,78
           2051           2051        120,839        122,550         5572,8
           2052           2052        120,886        122,600        5572,82
           2053           2053        120,941        122,650        5572,84
           2054           2054        120,993        122,700        5572,86
           2055           2055        121,040        122,750        5572,88
           2056           2056        121,090        122,800         5572,9
           2057           2057        121,140        122,850        5572,92
           2058           2058        121,192        122,900        5572,94
           2059           2059        121,245        122,950        5572,96
           2060           2060        121,291        123,000        5572,98
           2061           2061        121,340        123,050           5573
           2062           2062        121,391        123,100        5573,02
           2063           2063        121,441        123,150        5573,04
           2064           2064        121,491        123,200        5573,06
           2065           2065        121,543        123,250        5573,08
           2066           2066        121,591        123,300         5573,1
           2067           2067        121,643        123,350        5573,12
           2068           2068        121,693        123,400        5573,14
           2069           2069        121,744        123,450        5573,16
           2070           2070        121,796        123,500        5573,18
           2071           2071        121,848        123,550         5573,2
           2072           2072        121,894        123,600        5573,22
           2073           2073        121,942        123,650        5573,23
           2074           2074        121,993        123,700        5573,25
           2075           2075        122,044        123,750        5573,27
           2076           2076        122,094        123,800        5573,29
           2077           2077        122,142        123,850        5573,31
           2078           2078        122,185        123,900        5573,33
           2079           2079        122,241        123,950        5573,35
           2080           2080        122,291        124,000        5573,37
           2081           2081        122,340        124,050        5573,39
           2082           2082        122,393        124,100        5573,41
           2083           2083        122,445        124,150        5573,43
           2084           2084        122,492        124,200        5573,45
           2085           2085        122,541        124,250        5573,47
           2086           2086        122,592        124,300        5573,49
           2087           2087        122,643        124,350        5573,51
           2088           2088        122,697        124,400        5573,53
           2089           2089        122,745        124,450        5573,55
           2090           2090        122,794        124,500        5573,57
           2091           2091        122,846        124,550        5573,59
           2092           2092        122,897        124,600        5573,61
           2093           2093        122,946        124,650        5573,63
           2094           2094        122,997        124,700        5573,65
           2095           2095        123,042        124,750        5573,67
           2096           2096        123,096        124,800        5573,69
           2097           2097        123,145        124,850        5573,71
           2098           2098        123,196        124,900        5573,73
           2099           2099        123,243        124,950        5573,75
           2100           2100        123,294        125,000        5573,77
           2101           2101        123,348        125,050        5573,79
           2102           2102        123,397        125,100        5573,81
           2103           2103        123,447        125,150        5573,83
           2104           2104        123,496        125,200        5573,85
           2105           2105        123,551        125,250        5573,87
           2106           2106        123,595        125,300        5573,89
           2107           2107        123,644        125,350        5573,91
           2108           2108        123,697        125,400        5573,93
           2109           2109        123,749        125,450        5573,95
           2110           2110        123,797        125,500        5573,97
           2111           2111        123,850        125,550        5573,99
           2112           2112        123,901        125,600        5574,01
           2113           2113        123,956        125,650        5574,02
           2114           2114        124,004        125,700        5574,04
           2115           2115        124,057        125,750        5574,06
           2116           2116        124,099        125,800        5574,08
           2117           2117        124,154        125,850         5574,1
           2118           2118        124,205        125,900        5574,12
           2119           2119        124,255        125,950        5574,14
           2120           2120        124,305        126,000        5574,16
           2121           2121        124,352        126,050        5574,18
           2122           2122        124,404        126,100         5574,2
           2123           2123        124,450        126,150        5574,22
           2124           2124        124,499        126,200        5574,24
           2125           2125        124,550        126,250        5574,26
           2126           2126        124,604        126,300        5574,28
           2127           2127        124,651        126,350         5574,3
           2128           2128        124,703        126,400        5574,32
           2129           2129        124,753        126,450        5574,33
           2130           2130        124,805        126,500        5574,35
           2131           2131        124,855        126,550        5574,37
           2132           2132        124,908        126,600        5574,39
           2133           2133        124,955        126,650        5574,41
           2134           2134        125,002        126,700        5574,43
           2135           2135        125,053        126,750        5574,45
           2136           2136        125,105        126,800        5574,47
           2137           2137        125,155        126,850        5574,49
           2138           2138        125,207        126,900        5574,51
           2139           2139        125,260        126,950        5574,53
           2140           2140        125,311        127,000        5574,55
           2141           2141        125,357        127,050        5574,57
           2142           2142        125,406        127,100        5574,59
           2143           2143        125,459        127,150        5574,61
           2144           2144        125,509        127,200        5574,63
           2145           2145        125,556        127,250        5574,65
           2146           2146        125,609        127,300        5574,67
           2147           2147        125,660        127,350        5574,69
           2148           2148        125,711        127,400        5574,71
           2149           2149        125,760        127,450        5574,73
           2150           2150        125,813        127,500        5574,75
           2151           2151        125,864        127,550        5574,77
           2152           2152        125,915        127,600        5574,79
           2153           2153        125,965        127,650        5574,81
           2154           2154        126,014        127,700        5574,83
           2155           2155        126,062        127,750        5574,85
           2156           2156        126,115        127,800        5574,87
           2157           2157        126,166        127,850        5574,89
           2158           2158        126,218        127,900        5574,91
           2159           2159        126,267        127,950        5574,93
           2160           2160        126,314        128,000        5574,95
           2161           2161        126,365        128,050        5574,97
           2162           2162        126,415        128,100        5574,99
           2163           2163        126,468        128,150        5575,01
           2164           2164        126,518        128,200        5575,03
           2165           2165        126,569        128,250        5575,05
           2166           2166        126,620        128,300        5575,07
           2167           2167        126,671        128,350        5575,09
           2168           2168        126,718        128,400        5575,11
           2169           2169        126,770        128,450        5575,13
           2170           2170        126,818        128,500        5575,15
           2171           2171        126,868        128,550        5575,17
           2172           2172        126,915        128,600        5575,19
           2173           2173        126,967        128,650        5575,21
           2174           2174        127,012        128,700        5575,23
           2175           2175        127,067        128,750        5575,25
           2176           2176        127,114        128,800        5575,27
           2177           2177        127,167        128,850        5575,29
           2178           2178        127,213        128,900        5575,31
           2179           2179        127,265        128,950        5575,33
           2180           2180        127,322        129,000        5575,35
           2181           2181        127,372        129,050        5575,38
           2182           2182        127,418        129,100         5575,4
           2183           2183        127,473        129,150        5575,42
           2184           2184        127,524        129,200        5575,44
           2185           2185        127,572        129,250        5575,46
           2186           2186        127,626        129,300        5575,48
           2187           2187        127,671        129,350         5575,5
           2188           2188        127,719        129,400        5575,52
           2189           2189        127,770        129,450        5575,54
           2190           2190        127,821        129,500        5575,56
           2191           2191        127,871        129,550        5575,58
           2192           2192        127,924        129,600         5575,6
           2193           2193        127,970        129,650        5575,62
           2194           2194        128,029        129,700        5575,64
           2195           2195        128,073        129,750        5575,66
           2196           2196        128,126        129,800        5575,68
           2197           2197        128,177        129,850         5575,7
           2198           2198        128,226        129,900        5575,72
           2199           2199        128,275        129,950        5575,74
           2200           2200        128,327        130,000        5575,76
           2201           2201        128,378        130,050        5575,78
           2202           2202        128,426        130,100         5575,8
           2203           2203        128,475        130,150        5575,82
           2204           2204        128,530        130,200        5575,84
           2205           2205        128,576        130,250        5575,86
           2206           2206        128,623        130,300        5575,88
           2207           2207        128,677        130,350         5575,9
           2208           2208        128,732        130,400        5575,92
           2209           2209        128,780        130,450        5575,94
           2210           2210        128,826        130,500        5575,96
           2211           2211        128,877        130,550        5575,98
           2212           2212        128,930        130,600           5576
           2213           2213        128,977        130,650        5576,02
           2214           2214        129,028        130,700        5576,04
           2215           2215        129,079        130,750        5576,07
           2216           2216        129,128        130,800        5576,09
           2217           2217        129,176        130,850        5576,11
           2218           2218        129,229        130,900        5576,13
           2219           2219        129,279        130,950        5576,15
           2220           2220        129,329        131,000        5576,17
           2221           2221        129,380        131,050        5576,19
           2222           2222        129,430        131,100        5576,21
           2223           2223        129,479        131,150        5576,23
           2224           2224        129,529        131,200        5576,25
           2225           2225        129,578        131,250        5576,27
           2226           2226        129,633        131,300        5576,29
           2227           2227        129,681        131,350        5576,31
           2228           2228        129,729        131,400        5576,33
           2229           2229        129,780        131,450        5576,35
           2230           2230        129,828        131,500        5576,37
           2231           2231        129,878        131,550        5576,39
           2232           2232        129,931        131,600        5576,41
           2233           2233        129,978        131,650        5576,43
           2234           2234        130,027        131,700        5576,45
           2235           2235        130,081        131,750        5576,47
           2236           2236        130,130        131,800        5576,49
           2237           2237        130,181        131,850        5576,51
           2238           2238        130,228        131,900        5576,53
           2239           2239        130,279        131,950        5576,55
           2240           2240        130,333        132,000        5576,57
           2241           2241        130,379        132,050        5576,59
           2242           2242        130,436        132,100        5576,61
           2243           2243        130,484        132,150        5576,63
           2244           2244        130,532        132,200        5576,65
           2245           2245        130,588        132,250        5576,67
           2246           2246        130,641        132,300        5576,69
           2247           2247        130,684        132,350        5576,71
           2248           2248        130,736        132,400        5576,74
           2249           2249        130,787        132,450        5576,76
           2250           2250        130,837        132,500        5576,78
           2251           2251        130,888        132,550         5576,8
           2252           2252        130,934        132,600        5576,82
           2253           2253        130,981        132,650        5576,84
           2254           2254        131,028        132,700        5576,86
           2255           2255        131,082        132,750        5576,88
           2256           2256        131,134        132,800         5576,9
           2257           2257        131,184        132,850        5576,92
           2258           2258        131,235        132,900        5576,94
           2259           2259        131,288        132,950        5576,96
           2260           2260        131,335        133,000        5576,98
           2261           2261        131,387        133,050        5577,01
           2262           2262        131,442        133,100        5577,03
           2263           2263        131,491        133,150        5577,05
           2264           2264        131,538        133,200        5577,07
           2265           2265        131,587        133,250        5577,09
           2266           2266        131,635        133,300        5577,11
           2267           2267        131,687        133,350        5577,13
           2268           2268        131,741        133,400        5577,15
           2269           2269        131,790        133,450        5577,17
           2270           2270        131,839        133,500        5577,19
           2271           2271        131,891        133,550        5577,21
           2272           2272        131,937        133,600        5577,23
           2273           2273        131,985        133,650        5577,25
           2274           2274        132,030        133,700        5577,27
           2275           2275        132,087        133,750        5577,29
           2276           2276        132,137        133,800        5577,32
           2277           2277        132,188        133,850        5577,34
           2278           2278        132,237        133,900        5577,36
           2279           2279        132,280        133,950        5577,38
           2280           2280        132,343        134,000         5577,4
           2281           2281        132,392        134,050        5577,42
           2282           2282        132,439        134,100        5577,44
           2283           2283        132,491        134,150        5577,46
           2284           2284        132,534        134,200        5577,48
           2285           2285        132,591        134,250         5577,5
           2286           2286        132,639        134,300        5577,52
           2287           2287        132,688        134,350        5577,55
           2288           2288        132,740        134,400        5577,57
           2289           2289        132,792        134,450        5577,59
           2290           2290        132,841        134,500        5577,61
           2291           2291        132,891        134,550        5577,63
           2292           2292        132,940        134,600        5577,65
           2293           2293        132,984        134,650        5577,67
           2294           2294        133,037        134,700        5577,69
           2295           2295        133,087        134,750        5577,71
           2296           2296        133,139        134,800        5577,73
           2297           2297        133,189        134,850        5577,76
           2298           2298        133,241        134,900        5577,78
           2299           2299        133,286        134,950         5577,8
           2300           2300        133,341        135,000        5577,82
           2301           2301        133,388        135,050        5577,84
           2302           2302        133,439        135,100        5577,86
           2303           2303        133,494        135,150        5577,88
           2304           2304        133,544        135,200         5577,9
           2305           2305        133,589        135,250        5577,92
           2306           2306        133,635        135,300        5577,94
           2307           2307        133,692        135,350        5577,97
           2308           2308        133,740        135,400        5577,99
           2309           2309        133,796        135,450        5578,01
           2310           2310        133,842        135,500        5578,03
           2311           2311        133,894        135,550        5578,05
           2312           2312        133,943        135,600        5578,07
           2313           2313        133,990        135,650        5578,09
           2314           2314        134,045        135,700        5578,11
           2315           2315        134,091        135,750        5578,13
           2316           2316        134,140        135,800        5578,15
           2317           2317        134,191        135,850        5578,17
           2318           2318        134,243        135,900        5578,19
           2319           2319        134,291        135,950        5578,21
           2320           2320        134,346        136,000        5578,23
           2321           2321        134,392        136,050        5578,25
           2322           2322        134,441        136,100        5578,27
           2323           2323        134,496        136,150        5578,29
           2324           2324        134,552        136,200        5578,31
           2325           2325        134,601        136,250        5578,34
           2326           2326        134,645        136,300        5578,36
           2327           2327        134,702        136,350        5578,38
           2328           2328        134,752        136,400         5578,4
           2329           2329        134,796        136,450        5578,42
           2330           2330        134,846        136,500        5578,44
           2331           2331        134,901        136,550        5578,46
           2332           2332        134,948        136,600        5578,48
           2333           2333        134,992        136,650         5578,5
           2334           2334        135,046        136,700        5578,52
           2335           2335        135,096        136,750        5578,54
           2336           2336        135,146        136,800        5578,56
           2337           2337        135,197        136,850        5578,58
           2338           2338        135,249        136,900         5578,6
           2339           2339        135,297        136,950        5578,63
           2340           2340        135,347        137,000        5578,65
           2341           2341        135,400        137,050        5578,67
           2342           2342        135,449        137,100        5578,69
           2343           2343        135,497        137,150        5578,71
           2344           2344        135,547        137,200        5578,73
           2345           2345        135,602        137,250        5578,75
           2346           2346        135,652        137,300        5578,77
           2347           2347        135,700        137,350        5578,79
           2348           2348        135,748        137,400        5578,81
           2349           2349        135,800        137,450        5578,84
           2350           2350        135,850        137,500        5578,86
           2351           2351        135,899        137,550        5578,88
           2352           2352        135,950        137,600         5578,9
           2353           2353        135,996        137,650        5578,92
           2354           2354        136,046        137,700        5578,94
           2355           2355        136,099        137,750        5578,96
           2356           2356        136,149        137,800        5578,98
           2357           2357        136,199        137,850           5579
           2358           2358        136,250        137,900        5579,02
           2359           2359        136,300        137,950        5579,04
           2360           2360        136,349        138,000        5579,06
           2361           2361        136,399        138,050        5579,08
           2362           2362        136,451        138,100        5579,11
           2363           2363        136,503        138,150        5579,13
           2364           2364        136,550        138,200        5579,15
           2365           2365        136,606        138,250        5579,17
           2366           2366        136,656        138,300        5579,19
           2367           2367        136,701        138,350        5579,21
           2368           2368        136,751        138,400        5579,23
           2369           2369        136,805        138,450        5579,25
           2370           2370        136,853        138,500        5579,27
           2371           2371        136,910        138,550         5579,3
           2372           2372        136,955        138,600        5579,32
           2373           2373        137,010        138,650        5579,34
           2374           2374        137,055        138,700        5579,36
           2375           2375        137,108        138,750        5579,38
           2376           2376        137,157        138,800         5579,4
           2377           2377        137,208        138,850        5579,42
           2378           2378        137,256        138,900        5579,44
           2379           2379        137,303        138,950        5579,47
           2380           2380        137,354        139,000        5579,49
           2381           2381        137,406        139,050        5579,51
           2382           2382        137,457        139,100        5579,53
           2383           2383        137,508        139,150        5579,55
           2384           2384        137,558        139,200        5579,57
           2385           2385        137,609        139,250        5579,59
           2386           2386        137,657        139,300        5579,62
           2387           2387        137,709        139,350        5579,64
           2388           2388        137,762        139,400        5579,66
           2389           2389        137,806        139,450        5579,68
           2390           2390        137,861        139,500         5579,7
           2391           2391        137,915        139,550        5579,72
           2392           2392        137,960        139,600        5579,75
           2393           2393        138,008        139,650        5579,77
           2394           2394        138,058        139,700        5579,79
           2395           2395        138,114        139,750        5579,81
           2396           2396        138,161        139,800        5579,83
           2397           2397        138,207        139,850        5579,85
           2398           2398        138,260        139,900        5579,87
           2399           2399        138,315        139,950         5579,9
           2400           2400        138,364        140,000        5579,92
           2401           2401        138,416        140,050        5579,94
           2402           2402        138,463        140,100        5579,96
           2403           2403        138,516        140,150        5579,98
           2404           2404        138,567        140,200           5580
           2405           2405        138,614        140,250        5580,03
           2406           2406        138,662        140,300        5580,05
           2407           2407        138,714        140,350        5580,07
           2408           2408        138,762        140,400        5580,09
           2409           2409        138,815        140,450        5580,11
           2410           2410        138,863        140,500        5580,13
           2411           2411        138,917        140,550        5580,16
           2412           2412        138,967        140,600        5580,18
           2413           2413        139,015        140,650         5580,2
           2414           2414        139,065        140,700        5580,22
           2415           2415        139,120        140,750        5580,24
           2416           2416        139,168        140,800        5580,26
           2417           2417        139,216        140,850        5580,29
           2418           2418        139,268        140,900        5580,31
           2419           2419        139,318        140,950        5580,33
           2420           2420        139,365        141,000        5580,35
           2421           2421        139,419        141,050        5580,37
           2422           2422        139,471        141,100        5580,39
           2423           2423        139,520        141,150        5580,42
           2424           2424        139,567        141,200        5580,44
           2425           2425        139,623        141,250        5580,46
           2426           2426        139,671        141,300        5580,48
           2427           2427        139,719        141,350         5580,5
           2428           2428        139,771        141,400        5580,52
           2429           2429        139,824        141,450        5580,54
           2430           2430        139,874        141,500        5580,57
           2431           2431        139,929        141,550        5580,59
           2432           2432        139,977        141,600        5580,61
           2433           2433        140,020        141,650        5580,63
           2434           2434        140,073        141,700        5580,65
           2435           2435        140,122        141,750        5580,68
           2436           2436        140,176        141,800         5580,7
           2437           2437        140,228        141,850        5580,72
           2438           2438        140,275        141,900        5580,74
           2439           2439        140,325        141,950        5580,76
           2440           2440        140,373        142,000        5580,79
           2441           2441        140,427        142,050        5580,81
           2442           2442        140,477        142,100        5580,83
           2443           2443        140,527        142,150        5580,85
           2444           2444        140,577        142,200        5580,87
           2445           2445        140,628        142,250         5580,9
           2446           2446        140,678        142,300        5580,92
           2447           2447        140,729        142,350        5580,94
           2448           2448        140,782        142,400        5580,96
           2449           2449        140,831        142,450        5580,98
           2450           2450        140,880        142,500           5581
           2451           2451        140,933        142,550        5581,03
           2452           2452        140,982        142,600        5581,05
           2453           2453        141,029        142,650        5581,07
           2454           2454        141,082        142,700        5581,09
           2455           2455        141,132        142,750        5581,11
           2456           2456        141,182        142,800        5581,14
           2457           2457        141,233        142,850        5581,16
           2458           2458        141,276        142,900        5581,18
           2459           2459        141,329        142,950         5581,2
           2460           2460        141,384        143,000        5581,22
           2461           2461        141,435        143,050        5581,25
           2462           2462        141,481        143,100        5581,27
           2463           2463        141,535        143,150        5581,29
           2464           2464        141,583        143,200        5581,31
           2465           2465        141,638        143,250        5581,33
           2466           2466        141,684        143,300        5581,36
           2467           2467        141,733        143,350        5581,38
           2468           2468        141,784        143,400         5581,4
           2469           2469        141,837        143,450        5581,42
           2470           2470        141,884        143,500        5581,44
           2471           2471        141,935        143,550        5581,47
           2472           2472        141,991        143,600        5581,49
           2473           2473        142,034        143,650        5581,51
           2474           2474        142,084        143,700        5581,53
           2475           2475        142,138        143,750        5581,56
           2476           2476        142,182        143,800        5581,58
           2477           2477        142,236        143,850         5581,6
           2478           2478        142,292        143,900        5581,63
           2479           2479        142,338        143,950        5581,65
           2480           2480        142,391        144,000        5581,67
           2481           2481        142,440        144,050        5581,69
           2482           2482        142,490        144,100        5581,72
           2483           2483        142,542        144,150        5581,74
           2484           2484        142,591        144,200        5581,76
           2485           2485        142,639        144,250        5581,78
           2486           2486        142,695        144,300        5581,81
           2487           2487        142,744        144,350        5581,83
           2488           2488        142,793        144,400        5581,85
           2489           2489        142,841        144,450        5581,87
           2490           2490        142,889        144,500         5581,9
           2491           2491        142,941        144,550        5581,92
           2492           2492        142,997        144,600        5581,94
           2493           2493        143,045        144,650        5581,96
           2494           2494        143,097        144,700        5581,99
           2495           2495        143,148        144,750        5582,01
           2496           2496        143,202        144,800        5582,03
           2497           2497        143,246        144,850        5582,05
           2498           2498        143,299        144,900        5582,08
           2499           2499        143,353        144,950         5582,1
           2500           2500        143,401        145,000        5582,12
           2501           2501        143,456        145,050        5582,14
           2502           2502        143,505        145,100        5582,17
           2503           2503        143,557        145,150        5582,19
           2504           2504        143,604        145,200        5582,21
           2505           2505        143,659        145,250        5582,23
           2506           2506        143,708        145,300        5582,26
           2507           2507        143,758        145,350        5582,28
           2508           2508        143,803        145,400         5582,3
           2509           2509        143,851        145,450        5582,32
           2510           2510        143,905        145,500        5582,35
           2511           2511        143,955        145,550        5582,37
           2512           2512        144,001        145,600        5582,39
           2513           2513        144,053        145,650        5582,41
           2514           2514        144,105        145,700        5582,43
           2515           2515        144,153        145,750        5582,46
           2516           2516        144,206        145,800        5582,48
           2517           2517        144,257        145,850         5582,5
           2518           2518        144,303        145,900        5582,52
           2519           2519        144,358        145,950        5582,55
           2520           2520        144,414        146,000        5582,57
           2521           2521        144,462        146,050        5582,59
           2522           2522        144,511        146,100        5582,61
           2523           2523        144,560        146,150        5582,64
           2524           2524        144,609        146,200        5582,66
           2525           2525        144,662        146,250        5582,68
           2526           2526        144,714        146,300         5582,7
           2527           2527        144,764        146,350        5582,72
           2528           2528        144,813        146,400        5582,75
           2529           2529        144,866        146,450        5582,77
           2530           2530        144,916        146,500        5582,79
           2531           2531        144,966        146,550        5582,81
           2532           2532        145,018        146,600        5582,84
           2533           2533        145,068        146,650        5582,86
           2534           2534        145,117        146,700        5582,88
           2535           2535        145,169        146,750         5582,9
           2536           2536        145,223        146,800        5582,93
           2537           2537        145,270        146,850        5582,95
           2538           2538        145,319        146,900        5582,97
           2539           2539        145,373        146,950           5583
           2540           2540        145,418        147,000        5583,02
           2541           2541        145,470        147,050        5583,04
           2542           2542        145,522        147,100        5583,06
           2543           2543        145,572        147,150        5583,09
           2544           2544        145,624        147,200        5583,11
           2545           2545        145,675        147,250        5583,13
           2546           2546        145,722        147,300        5583,16
           2547           2547        145,774        147,350        5583,18
           2548           2548        145,820        147,400         5583,2
           2549           2549        145,873        147,450        5583,23
           2550           2550        145,927        147,500        5583,25
           2551           2551        145,974        147,550        5583,27
           2552           2552        146,028        147,600         5583,3
           2553           2553        146,075        147,650        5583,32
           2554           2554        146,130        147,700        5583,34
           2555           2555        146,176        147,750        5583,37
           2556           2556        146,231        147,800        5583,39
           2557           2557        146,283        147,850        5583,42
           2558           2558        146,331        147,900        5583,44
           2559           2559        146,380        147,950        5583,46
           2560           2560        146,435        148,000        5583,48
           2561           2561        146,482        148,050        5583,51
           2562           2562        146,529        148,100        5583,53
           2563           2563        146,581        148,150        5583,55
           2564           2564        146,629        148,200        5583,58
           2565           2565        146,684        148,250         5583,6
           2566           2566        146,738        148,300        5583,62
           2567           2567        146,782        148,350        5583,65
           2568           2568        146,837        148,400        5583,67
           2569           2569        146,884        148,450        5583,69
           2570           2570        146,938        148,500        5583,72
           2571           2571        146,985        148,550        5583,74
           2572           2572        147,039        148,600        5583,76
           2573           2573        147,088        148,650        5583,79
           2574           2574        147,140        148,700        5583,81
           2575           2575        147,189        148,750        5583,83
           2576           2576        147,237        148,800        5583,85
           2577           2577        147,288        148,850        5583,88
