            313            313         36,156         35,650        6876,51
            314            314         36,204         35,700        6876,51
            315            315         36,255         35,750        6876,51
            316            316         36,298         35,800        6876,51
            317            317         36,349         35,850        6876,51
            318            318         36,400         35,900        6876,51
            319            319         36,447         35,950        6876,51
            320            320         36,498         36,000        6876,51
            321            321         36,545         36,050        6876,51
            322            322         36,593         36,100        6876,52
            323            323         36,642         36,150        6876,52
            324            324         36,691         36,200        6876,52
            325            325         36,738         36,250        6876,52
            326            326         36,782         36,300        6876,52
            327            327         36,834         36,350        6876,52
            328            328         36,882         36,400        6876,52
            329            329         36,934         36,450        6876,52
            330            330         36,976         36,500        6876,53
            331            331         37,030         36,550        6876,53
            332            332         37,075         36,600        6876,53
            333            333         37,127         36,650        6876,53
            334            334         37,175         36,700        6876,53
            335            335         37,224         36,750        6876,53
            336            336         37,270         36,800        6876,53
            337            337         37,321         36,850        6876,53
            338            338         37,370         36,900        6876,53
            339            339         37,414         36,950        6876,54
            340            340         37,464         37,000        6876,54
            341            341         37,512         37,050        6876,54
            342            342         37,558         37,100        6876,54
            343            343         37,606         37,150        6876,54
            344            344         37,659         37,200        6876,54
            345            345         37,707         37,250        6876,54
            346            346         37,755         37,300        6876,54
            347            347         37,800         37,350        6876,54
            348            348         37,847         37,400        6876,54
            349            349         37,898         37,450        6876,54
            350            350         37,943         37,500        6876,54
            351            351         37,992         37,550        6876,54
            352            352         38,046         37,600        6876,54
            353            353         38,088         37,650        6876,54
            354            354         38,138         37,700        6876,54
            355            355         38,182         37,750        6876,54
            356            356         38,232         37,800        6876,54
            357            357         38,278         37,850        6876,54
            358            358         38,325         37,900        6876,54
            359            359         38,372         37,950        6876,54
            360            360         38,423         38,000        6876,54
            361            361         38,468         38,050        6876,54
            362            362         38,513         38,100        6876,54
            363            363         38,564         38,150        6876,54
            364            364         38,612         38,200        6876,54
            365            365         38,659         38,250        6876,54
            366            366         38,706         38,300        6876,54
            367            367         38,750         38,350        6876,54
            368            368         38,803         38,400        6876,54
            369            369         38,846         38,450        6876,54
            370            370         38,897         38,500        6876,54
            371            371         38,941         38,550        6876,54
            372            372         38,988         38,600        6876,54
            373            373         39,036         38,650        6876,54
            374            374         39,079         38,700        6876,54
            375            375         39,129         38,750        6876,54
            376            376         39,180         38,800        6876,54
            377            377         39,228         38,850        6876,54
            378            378         39,268         38,900        6876,54
            379            379         39,317         38,950        6876,54
            380            380         39,367         39,000        6876,54
            381            381         39,416         39,050        6876,54
            382            382         39,465         39,100        6876,54
            383            383         39,511         39,150        6876,54
            384            384         39,558         39,200        6876,54
            385            385         39,608         39,250        6876,55
            386            386         39,654         39,300        6876,55
            387            387         39,698         39,350        6876,55
            388            388         39,749         39,400        6876,55
            389            389         39,792         39,450        6876,55
            390            390         39,838         39,500        6876,55
            391            391         39,884         39,550        6876,55
            392            392         39,935         39,600        6876,55
            393            393         39,976         39,650        6876,55
            394            394         40,022         39,700        6876,55
            395            395         40,070         39,750        6876,55
            396            396         40,110         39,800        6876,55
            397            397         40,164         39,850        6876,55
            398            398         40,213         39,900        6876,55
            399            399         40,254         39,950        6876,55
            400            400         40,297         40,000        6876,55
            401            401         40,342         40,050        6876,55
            402            402         40,391         40,100        6876,55
            403            403         40,437         40,150        6876,55
            404            404         40,481         40,200        6876,55
            405            405         40,529         40,250        6876,55
            406            406         40,576         40,300        6876,55
            407            407         40,612         40,350        6876,55
            408            408         40,664         40,400        6876,55
            409            409         40,708         40,450        6876,55
            410            410         40,756         40,500        6876,55
            411            411         40,801         40,550        6876,55
            412            412         40,840         40,600        6876,55
            413            413         40,889         40,650        6876,55
            414            414         40,936         40,700        6876,55
            415            415         40,976         40,750        6876,55
            416            416         41,022         40,800        6876,55
            417            417         41,068         40,850        6876,55
            418            418         41,113         40,900        6876,55
            419            419         41,160         40,950        6876,55
            420            420         41,203         41,000        6876,55
            421            421         41,245         41,050        6876,55
            422            422         41,293         41,100        6876,55
            423            423         41,333         41,150        6876,55
            424            424         41,374         41,200        6876,55
            425            425         41,420         41,250        6876,55
            426            426         41,466         41,300        6876,55
            427            427         41,508         41,350        6876,55
            428            428         41,559         41,400        6876,55
            429            429         41,601         41,450        6876,55
            430            430         41,641         41,500        6876,55
            431            431         41,686         41,550        6876,55
            432            432         41,732         41,600        6876,55
            433            433         41,770         41,650        6876,55
            434            434         41,808         41,700        6876,55
            435            435         41,859         41,750        6876,55
            436            436         41,898         41,800        6876,55
            437            437         41,940         41,850        6876,55
            438            438         41,985         41,900        6876,55
            439            439         42,032         41,950        6876,55
            440            440         42,075         42,000        6876,55
            441            441         42,117         42,050        6876,55
            442            442         42,160         42,100        6876,55
            443            443         42,203         42,150        6876,55
            444            444         42,250         42,200        6876,55
            445            445         42,291         42,250        6876,55
            446            446         42,335         42,300        6876,55
            447            447         42,370         42,350        6876,55
            448            448         42,413         42,400        6876,55
            449            449         42,458         42,450        6876,55
            450            450         42,500         42,500        6876,55
            451            451         42,545         42,550        6876,55
            452            452         42,583         42,600        6876,55
            453            453         42,629         42,650        6876,55
            454            454         42,670         42,700        6876,55
            455            455         42,712         42,750        6876,55
            456            456         42,751         42,800        6876,55
            457            457         42,796         42,850        6876,55
            458            458         42,839         42,900        6876,56
            459            459         42,877         42,950        6876,56
            460            460         42,920         43,000        6876,56
            461            461         42,962         43,050        6876,56
            462            462         43,010         43,100        6876,56
            463            463         43,051         43,150        6876,56
            464            464         43,094         43,200        6876,56
            465            465         43,130         43,250        6876,56
            466            466         43,177         43,300        6876,56
            467            467         43,221         43,350        6876,56
            468            468         43,258         43,400        6876,56
            469            469         43,298         43,450        6876,56
            470            470         43,338         43,500        6876,56
            471            471         43,382         43,550        6876,56
            472            472         43,422         43,600        6876,56
            473            473         43,463         43,650        6876,56
            474            474         43,500         43,700        6876,56
            475            475         43,545         43,750        6876,56
            476            476         43,586         43,800        6876,56
            477            477         43,628         43,850        6876,56
            478            478         43,671         43,900        6876,56
            479            479         43,712         43,950        6876,56
            480            480         43,750         44,000        6876,56
            481            481         43,790         44,050        6876,56
            482            482         43,837         44,100        6876,56
            483            483         43,876         44,150        6876,56
            484            484         43,916         44,200        6876,56
            485            485         43,959         44,250        6876,56
            486            486         44,004         44,300        6876,56
            487            487         44,050         44,350        6876,56
            488            488         44,087         44,400        6876,57
            489            489         44,128         44,450        6876,57
            490            490         44,164         44,500        6876,57
            491            491         44,206         44,550        6876,57
            492            492         44,244         44,600        6876,57
            493            493         44,289         44,650        6876,57
            494            494         44,329         44,700        6876,57
            495            495         44,370         44,750        6876,57
            496            496         44,413         44,800        6876,57
            497            497         44,448         44,850        6876,57
            498            498         44,493         44,900        6876,57
            499            499         44,539         44,950        6876,57
            500            500         44,575         45,000        6876,57
            501            501         44,617         45,050        6876,57
            502            502         44,654         45,100        6876,57
            503            503         44,697         45,150        6876,57
            504            504         44,741         45,200        6876,57
            505            505         44,781         45,250        6876,57
            506            506         44,821         45,300        6876,57
            507            507         44,863         45,350        6876,57
            508            508         44,904         45,400        6876,57
            509            509         44,947         45,450        6876,57
            510            510         44,989         45,500        6876,56
            511            511         45,025         45,550        6876,56
            512            512         45,070         45,600        6876,56
            513            513         45,110         45,650        6876,56
            514            514         45,148         45,700        6876,56
            515            515         45,187         45,750        6876,56
            516            516         45,227         45,800        6876,56
            517            517         45,273         45,850        6876,56
            518            518         45,312         45,900        6876,56
            519            519         45,351         45,950        6876,56
            520            520         45,395         46,000        6876,56
            521            521         45,440         46,050        6876,56
            522            522         45,480         46,100        6876,56
            523            523         45,521         46,150        6876,56
            524            524         45,559         46,200        6876,56
            525            525         45,599         46,250        6876,56
            526            526         45,641         46,300        6876,56
            527            527         45,680         46,350        6876,56
            528            528         45,724         46,400        6876,56
            529            529         45,765         46,450        6876,56
            530            530         45,809         46,500        6876,57
            531            531         45,850         46,550        6876,57
            532            532         45,890         46,600        6876,57
            533            533         45,925         46,650        6876,57
            534            534         45,971         46,700        6876,57
            535            535         46,016         46,750        6876,57
            536            536         46,059         46,800        6876,57
            537            537         46,103         46,850        6876,57
            538            538         46,141         46,900        6876,57
            539            539         46,185         46,950        6876,57
            540            540         46,227         47,000        6876,57
            541            541         46,268         47,050        6876,57
            542            542         46,306         47,100        6876,57
            543            543         46,346         47,150        6876,57
            544            544         46,390         47,200        6876,57
            545            545         46,427         47,250        6876,57
            546            546         46,471         47,300        6876,57
            547            547         46,513         47,350        6876,57
            548            548         46,553         47,400        6876,57
            549            549         46,598         47,450        6876,57
            550            550         46,644         47,500        6876,57
            551            551         46,681         47,550        6876,57
            552            552         46,718         47,600        6876,57
            553            553         46,764         47,650        6876,57
            554            554         46,797         47,700        6876,57
            555            555         46,845         47,750        6876,57
            556            556         46,887         47,800        6876,57
            557            557         46,928         47,850        6876,57
            558            558         46,977         47,900        6876,57
            559            559         47,016         47,950        6876,57
            560            560         47,057         48,000        6876,57
            561            561         47,097         48,050        6876,57
            562            562         47,138         48,100        6876,57
            563            563         47,184         48,150        6876,57
            564            564         47,228         48,200        6876,57
            565            565         47,265         48,250        6876,58
            566            566         47,309         48,300        6876,58
            567            567         47,352         48,350        6876,58
            568            568         47,401         48,400        6876,58
            569            569         47,443         48,450        6876,58
            570            570         47,486         48,500        6876,58
            571            571         47,523         48,550        6876,58
            572            572         47,567         48,600        6876,58
            573            573         47,609         48,650        6876,58
            574            574         47,648         48,700        6876,58
            575            575         47,692         48,750        6876,58
            576            576         47,735         48,800        6876,58
            577            577         47,780         48,850        6876,58
            578            578         47,825         48,900        6876,58
            579            579         47,867         48,950        6876,58
            580            580         47,911         49,000        6876,58
            581            581         47,952         49,050        6876,58
            582            582         47,994         49,100        6876,58
            583            583         48,035         49,150        6876,58
            584            584         48,079         49,200        6876,58
